Age,Gender,Annual Income,Number of Dependents,Education Level,Health Score,Location,Policy Type,Active Policy days,Previous Claims,Credit Score,Insurance Duration,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
26.0,Female,12969.0,1.0,PhD,33.83635082011445,Urban,Basic,991,0.0,693.0,8.0,Poor,No,Rarely,Apartment,160.0
54.0,Male,12094.0,3.0,High School,17.770112966831785,Urban,Comprehensive,1834,1.0,441.0,7.0,Good,Yes,Monthly,House,539.0
38.0,Female,45420.0,1.0,High School,32.72680237086183,Suburban,Premium,1276,0.0,332.0,3.0,Poor,Yes,Daily,House,548.0
53.0,Male,20255.0,2.0,Bachelor's,13.65997046172189,Rural,Basic,1236,0.0,446.0,1.0,Average,No,Weekly,House,1118.0
19.0,Female,24172.0,4.0,Master's,22.817586373488965,Urban,Comprehensive,1180,2.0,799.0,9.0,Good,Yes,Rarely,House,1226.0
57.0,Male,17056.0,2.0,PhD,46.23261334799825,Urban,Comprehensive,774,2.0,808.0,9.0,Poor,No,Weekly,Apartment,808.0
44.0,Female,65975.0,2.0,Master's,30.39403589397127,Suburban,Basic,1827,0.0,445.0,1.0,Poor,Yes,Monthly,House,532.0
24.0,Female,17086.0,3.0,PhD,,Urban,Comprehensive,1152,0.0,687.0,2.0,Poor,No,Daily,Apartment,1115.0
33.0,Male,62695.0,2.0,High School,30.93864910172207,Urban,Premium,1053,2.0,492.0,8.0,Poor,Yes,Monthly,Condo,130.0
21.0,Female,70437.0,3.0,PhD,22.58573455473893,Rural,Basic,190,2.0,454.0,9.0,,No,Monthly,House,1517.0
59.0,Female,,3.0,High School,28.93983307440104,Suburban,Premium,1099,1.0,304.0,7.0,Poor,Yes,Daily,Condo,887.0
44.0,Male,131213.0,2.0,High School,36.24378824740477,Rural,Basic,941,0.0,,7.0,Good,Yes,Rarely,Condo,4850.0
26.0,Male,4976.0,2.0,High School,10.816846702685082,Suburban,Premium,174,0.0,699.0,2.0,Average,Yes,Weekly,House,272.0
29.0,Female,40233.0,2.0,High School,30.84660739906137,Suburban,Comprehensive,1164,0.0,788.0,5.0,Poor,Yes,Monthly,Apartment,1225.0
53.0,Male,23891.0,1.0,High School,39.33292168099961,Urban,Premium,1334,0.0,736.0,5.0,Poor,Yes,Rarely,Apartment,3299.0
21.0,Male,25761.0,2.0,Master's,44.0119832886201,Rural,Premium,463,0.0,731.0,3.0,Poor,No,Monthly,Condo,872.0
19.0,Female,26355.0,4.0,Master's,38.22290621036795,Suburban,Basic,109,1.0,646.0,5.0,Poor,Yes,Weekly,Apartment,675.0
56.0,Female,43905.0,2.0,Master's,,Rural,Premium,930,0.0,,6.0,Poor,No,Monthly,Apartment,524.0
44.0,Female,73528.0,,Bachelor's,15.135907713914367,Suburban,Basic,437,0.0,425.0,6.0,Good,No,Daily,Condo,1324.0
43.0,Male,104558.0,,PhD,16.078126252470152,Rural,Basic,273,1.0,461.0,4.0,Average,Yes,Daily,House,299.0
56.0,Female,63359.0,0.0,High School,26.34356850522484,Urban,Basic,1485,1.0,312.0,7.0,Good,Yes,Monthly,House,1864.0
18.0,Female,128435.0,0.0,High School,,Rural,Basic,1812,1.0,368.0,1.0,Poor,No,Rarely,Condo,1587.0
49.0,Female,91586.0,0.0,Master's,11.744148549410284,Suburban,Premium,756,3.0,509.0,2.0,Poor,Yes,Monthly,House,53.0
47.0,Male,26411.0,2.0,High School,14.8023808456249,Rural,Comprehensive,304,0.0,425.0,7.0,Poor,Yes,Weekly,Apartment,2480.0
55.0,Female,34246.0,0.0,Bachelor's,25.188041576680124,Suburban,Basic,1388,1.0,376.0,7.0,Poor,Yes,Daily,House,1242.0
39.0,Male,10182.0,0.0,Bachelor's,33.82695490738572,Rural,Basic,1262,0.0,569.0,9.0,Average,No,Monthly,Apartment,527.0
31.0,Male,26647.0,2.0,Master's,,Rural,Premium,529,1.0,685.0,2.0,Poor,Yes,Daily,Condo,1063.0
61.0,Male,74135.0,0.0,PhD,19.53923544923967,Urban,Comprehensive,1537,0.0,734.0,5.0,Average,No,Monthly,House,75.0
60.0,Female,5855.0,3.0,PhD,35.79802705648712,Urban,Comprehensive,1009,1.0,662.0,6.0,Good,No,Monthly,Apartment,522.0
32.0,Male,2905.0,4.0,High School,19.92631079213972,Rural,Premium,1750,0.0,642.0,3.0,Average,No,Daily,House,20.0
54.0,Female,17091.0,1.0,PhD,47.84417068105692,Suburban,Premium,992,0.0,716.0,9.0,Poor,No,Daily,House,917.0
29.0,Male,18085.0,2.0,High School,21.97946785179865,Urban,Premium,1353,0.0,,3.0,Average,Yes,Monthly,House,1101.0
25.0,Male,5059.0,4.0,Master's,,Suburban,Comprehensive,1380,0.0,486.0,9.0,Average,No,Rarely,House,1827.0
34.0,Male,4465.0,1.0,High School,25.714737146899893,Rural,Premium,1248,2.0,,7.0,Average,Yes,Daily,Apartment,1782.0
52.0,Female,3562.0,4.0,PhD,29.17763981338245,Suburban,Premium,242,2.0,733.0,8.0,Good,Yes,Weekly,House,1219.0
24.0,Male,6454.0,0.0,High School,37.79209043017187,Rural,Comprehensive,1661,0.0,776.0,9.0,Average,Yes,Weekly,Apartment,2238.0
39.0,Male,92792.0,3.0,Bachelor's,23.49253972172825,Urban,Comprehensive,1161,0.0,395.0,5.0,Average,No,Monthly,Condo,799.0
28.0,Female,11583.0,,Bachelor's,4.438548551536831,Suburban,Premium,1167,0.0,722.0,9.0,Poor,Yes,Rarely,Apartment,28.0
54.0,Female,,0.0,High School,39.27941933202732,Urban,Basic,277,1.0,,6.0,Good,Yes,Daily,Apartment,130.0
50.0,Male,7881.0,4.0,PhD,13.1849559926719,Suburban,Premium,1398,0.0,668.0,9.0,Average,No,Monthly,House,1696.0
44.0,Female,3353.0,1.0,PhD,30.886844401347737,Suburban,Comprehensive,291,0.0,523.0,3.0,Poor,Yes,Rarely,House,66.0
27.0,Male,11920.0,4.0,Master's,31.039500889058544,Suburban,Comprehensive,1615,1.0,469.0,1.0,Good,Yes,Daily,Condo,2481.0
32.0,Male,5962.0,,Bachelor's,15.879799707543022,Urban,Premium,1065,0.0,628.0,1.0,Good,Yes,Rarely,Apartment,156.0
22.0,Male,5318.0,4.0,Bachelor's,15.87826869628142,Urban,Premium,692,2.0,517.0,8.0,Average,Yes,Daily,Condo,2885.0
30.0,Male,39062.0,0.0,PhD,14.847277797036076,Urban,Basic,1336,1.0,,3.0,Good,No,Rarely,Apartment,588.0
58.0,Male,7708.0,1.0,High School,20.146061638058686,Urban,Premium,1318,0.0,753.0,1.0,Average,Yes,Rarely,House,1299.0
36.0,Female,23248.0,2.0,PhD,27.25732033667568,Urban,Premium,1247,0.0,738.0,7.0,Good,No,Weekly,Condo,613.0
36.0,Male,15601.0,1.0,Master's,24.45224547084732,Urban,Premium,1226,1.0,548.0,2.0,Poor,No,Weekly,House,445.0
19.0,Male,84479.0,,Bachelor's,34.33930166810737,Suburban,Basic,702,0.0,709.0,3.0,Poor,No,Weekly,Apartment,275.0
21.0,Female,82822.0,4.0,Master's,51.983350515667205,Suburban,Comprehensive,648,1.0,,8.0,Good,No,Rarely,House,471.0
19.0,Male,86694.0,0.0,Bachelor's,37.92858177095993,Rural,Premium,1134,2.0,772.0,6.0,Poor,No,Daily,Apartment,2468.0
32.0,Male,8730.0,3.0,Master's,14.71557211427346,Suburban,Basic,1569,2.0,784.0,3.0,Good,No,Rarely,House,1251.0
31.0,Male,3078.0,4.0,High School,21.65404967833696,Urban,Basic,471,0.0,447.0,7.0,Poor,Yes,Weekly,Apartment,160.0
54.0,Male,71037.0,4.0,Bachelor's,23.03495850215761,Rural,Premium,1818,0.0,305.0,8.0,Poor,No,Weekly,House,111.0
39.0,Male,73976.0,1.0,High School,28.35852291148841,Suburban,Comprehensive,1627,0.0,330.0,9.0,Good,Yes,Monthly,House,661.0
18.0,Female,43901.0,4.0,Bachelor's,28.75203892362192,Suburban,Premium,264,0.0,835.0,9.0,Average,No,Rarely,Condo,563.0
58.0,Female,81053.0,4.0,Bachelor's,,Rural,Basic,108,0.0,398.0,9.0,Poor,No,Rarely,Condo,744.0
31.0,Male,10169.0,1.0,Master's,25.26181013788108,Urban,Premium,580,0.0,842.0,2.0,,No,Monthly,Condo,107.0
41.0,Male,71167.0,2.0,Master's,22.769223236542,Urban,Comprehensive,1203,0.0,,7.0,Poor,No,Rarely,House,193.0
42.0,Female,1085.0,4.0,High School,28.98669522892416,Urban,Basic,881,0.0,748.0,4.0,Poor,Yes,Monthly,Condo,1868.0
59.0,Female,17211.0,0.0,Master's,38.50685783881788,Rural,Comprehensive,1246,0.0,321.0,2.0,Good,Yes,Rarely,Apartment,597.0
24.0,Male,2420.0,0.0,Master's,21.372647975162685,Urban,Comprehensive,1341,2.0,571.0,6.0,Poor,No,Weekly,Apartment,614.0
29.0,Male,49822.0,1.0,Master's,52.03980104539818,Rural,Premium,1508,3.0,579.0,5.0,Average,No,Weekly,Condo,656.0
28.0,Male,1028.0,2.0,High School,13.270870464609636,Suburban,Comprehensive,1503,2.0,572.0,3.0,Poor,Yes,Weekly,House,1235.0
40.0,Male,39079.0,2.0,Master's,19.020529949787697,Urban,Comprehensive,1052,0.0,,8.0,Good,Yes,Monthly,House,835.0
47.0,Male,1250.0,0.0,High School,33.10742099405138,Urban,Basic,1237,0.0,696.0,1.0,Average,No,Weekly,Condo,1873.0
26.0,Male,22221.0,4.0,PhD,5.813334367334589,Rural,Comprehensive,721,0.0,354.0,6.0,Good,Yes,Monthly,Apartment,909.0
22.0,Female,5568.0,2.0,Master's,7.279967303460736,Rural,Comprehensive,656,2.0,796.0,5.0,Good,No,Weekly,House,1356.0
18.0,Female,7892.0,2.0,Bachelor's,,Urban,Premium,1702,0.0,791.0,6.0,Poor,Yes,Daily,House,988.0
43.0,Male,123841.0,2.0,PhD,8.056343646562794,Rural,Premium,259,2.0,833.0,9.0,Good,No,Monthly,Apartment,2446.0
21.0,Male,13984.0,4.0,Master's,26.4947779846613,Urban,Comprehensive,537,1.0,646.0,3.0,,No,Weekly,Condo,1086.0
46.0,Female,29001.0,4.0,High School,3.0527198955155552,Urban,Premium,1743,1.0,605.0,5.0,Good,Yes,Monthly,Apartment,454.0
23.0,Male,8695.0,3.0,Master's,46.92339006010332,Urban,Comprehensive,989,0.0,385.0,1.0,Poor,No,Rarely,Apartment,881.0
18.0,Female,106714.0,,Bachelor's,42.8231142759117,Urban,Basic,983,1.0,327.0,8.0,Poor,No,Weekly,House,829.0
59.0,Male,3689.0,4.0,Master's,11.958282442079376,Rural,Premium,1847,2.0,397.0,1.0,Good,Yes,Daily,House,1491.0
55.0,Male,909.0,3.0,Bachelor's,,Urban,Comprehensive,1030,1.0,825.0,8.0,Poor,No,Daily,Condo,1033.0
57.0,Male,39649.0,4.0,PhD,29.88802994712297,Suburban,Premium,336,1.0,796.0,7.0,Poor,Yes,Weekly,House,456.0
52.0,Male,44012.0,4.0,PhD,13.241451665473786,Suburban,Premium,1111,0.0,765.0,4.0,Good,No,Monthly,Apartment,51.0
26.0,Male,30776.0,2.0,Master's,50.9653667357783,Rural,Basic,1119,2.0,810.0,9.0,Average,No,Daily,House,828.0
31.0,Female,3277.0,0.0,Bachelor's,30.83872000760668,Rural,Basic,787,2.0,645.0,5.0,Good,Yes,Weekly,Apartment,1495.0
24.0,Male,30553.0,0.0,Bachelor's,29.276810555441244,Suburban,Basic,885,0.0,642.0,9.0,Good,No,Weekly,House,471.0
23.0,Male,,0.0,PhD,28.57082037344244,Urban,Comprehensive,1383,0.0,784.0,1.0,Poor,No,Weekly,House,110.0
49.0,Male,4775.0,2.0,Bachelor's,14.526535242639897,Rural,Comprehensive,402,0.0,401.0,9.0,Poor,No,Weekly,Apartment,565.0
61.0,Male,24280.0,0.0,PhD,11.72677754728192,Urban,Comprehensive,1278,1.0,389.0,1.0,Average,Yes,Daily,House,1020.0
43.0,Female,66577.0,4.0,High School,7.055836679486547,Urban,Premium,798,1.0,438.0,8.0,,Yes,Rarely,Apartment,1273.0
51.0,Female,11237.0,1.0,PhD,15.964817743766591,Rural,Comprehensive,1324,0.0,636.0,5.0,Average,Yes,Monthly,Condo,1199.0
35.0,Female,90750.0,3.0,PhD,35.06727764347939,Suburban,Comprehensive,378,0.0,324.0,6.0,Average,No,Rarely,Condo,1498.0
39.0,Male,10944.0,4.0,PhD,38.83420223819054,Urban,Basic,1749,2.0,742.0,2.0,,No,Monthly,Apartment,2094.0
41.0,Female,11944.0,2.0,High School,21.0813200777812,Rural,Comprehensive,623,2.0,,6.0,Poor,No,Monthly,House,827.0
60.0,Female,76601.0,0.0,Master's,28.54311513299937,Urban,Basic,909,0.0,608.0,4.0,,Yes,Weekly,House,2973.0
25.0,Male,72422.0,3.0,Master's,,Urban,Comprehensive,231,0.0,454.0,8.0,Good,No,Monthly,Condo,814.0
60.0,Female,2832.0,0.0,Bachelor's,20.28135622167856,Rural,Basic,1175,1.0,579.0,5.0,Poor,No,Monthly,House,39.0
24.0,Male,26881.0,3.0,High School,43.01180301909554,Suburban,Comprehensive,1573,0.0,845.0,8.0,Poor,Yes,Weekly,Condo,1264.0
21.0,Male,36102.0,3.0,Master's,16.992383423741114,Urban,Comprehensive,1803,0.0,592.0,7.0,Average,Yes,Rarely,Condo,36.0
64.0,Male,101894.0,4.0,High School,19.29097079397176,Suburban,Premium,1040,0.0,325.0,5.0,Average,No,Daily,Condo,37.0
54.0,Female,55366.0,0.0,Master's,31.85620946092917,Rural,Premium,1436,2.0,,8.0,Poor,Yes,Weekly,House,2446.0
36.0,Male,2043.0,2.0,High School,12.676717756355416,Suburban,Comprehensive,1292,1.0,771.0,7.0,Average,Yes,Monthly,House,2820.0
53.0,Female,23173.0,0.0,High School,19.923278544118087,Rural,Basic,183,1.0,561.0,2.0,Poor,No,Weekly,Apartment,740.0
52.0,Female,63823.0,4.0,Master's,30.948862831433782,Rural,Basic,704,0.0,779.0,1.0,Good,Yes,Daily,House,262.0
64.0,Female,39365.0,4.0,Master's,13.42271728584098,Rural,Basic,217,1.0,846.0,9.0,Poor,No,Rarely,Apartment,484.0
42.0,Female,45631.0,,Master's,6.917806716999328,Urban,Comprehensive,1084,1.0,639.0,5.0,Average,Yes,Rarely,Condo,1312.0
32.0,Female,23726.0,0.0,Bachelor's,38.14797901514022,Urban,Comprehensive,916,0.0,746.0,2.0,Good,Yes,Daily,Condo,536.0
57.0,Male,46112.0,1.0,Master's,7.049497570337114,Rural,Comprehensive,370,0.0,824.0,1.0,Average,No,Rarely,Apartment,3438.0
39.0,Male,15507.0,4.0,High School,22.093052603910586,Urban,Comprehensive,770,1.0,704.0,4.0,Good,Yes,Monthly,Condo,1420.0
62.0,Female,62828.0,0.0,Bachelor's,41.16450018953477,Rural,Basic,920,2.0,613.0,1.0,Poor,Yes,Weekly,Condo,2921.0
45.0,Female,40318.0,4.0,High School,17.4138756820829,Urban,Premium,1317,0.0,479.0,2.0,Average,Yes,Daily,House,1019.0
32.0,Male,28785.0,2.0,PhD,33.8226427661584,Rural,Basic,518,0.0,656.0,4.0,Good,Yes,Monthly,Apartment,873.0
22.0,Female,9081.0,3.0,PhD,32.0685909511571,Suburban,Premium,1353,0.0,519.0,7.0,Poor,No,Weekly,House,731.0
51.0,Female,4516.0,4.0,High School,13.62473374955069,Urban,Premium,311,2.0,837.0,7.0,Average,No,Monthly,Condo,1475.0
50.0,Female,14041.0,4.0,High School,19.897620246475448,Urban,Comprehensive,1266,0.0,483.0,8.0,Good,Yes,Daily,Apartment,101.0
53.0,Male,87323.0,2.0,PhD,18.967754779028503,Rural,Comprehensive,295,0.0,427.0,1.0,Poor,Yes,Weekly,Apartment,4898.0
40.0,Female,15132.0,0.0,PhD,10.569436636468197,Rural,Basic,1580,0.0,612.0,4.0,Good,Yes,Daily,Apartment,135.0
57.0,Male,3326.0,2.0,Master's,45.51582316797319,Urban,Premium,949,0.0,,8.0,Good,No,Rarely,House,391.0
28.0,Male,5513.0,1.0,Master's,30.95768609942197,Rural,Basic,1341,0.0,832.0,2.0,,No,Rarely,House,959.0
32.0,Male,93692.0,4.0,High School,36.31072364460258,Suburban,Premium,662,2.0,771.0,3.0,Poor,No,Monthly,Condo,3414.0
41.0,Male,729.0,1.0,Master's,32.06417556408865,Suburban,Basic,426,0.0,554.0,8.0,,No,Monthly,Condo,1583.0
33.0,Male,34324.0,,High School,18.923391639481004,Urban,Basic,594,0.0,,9.0,Poor,Yes,Monthly,Apartment,585.0
20.0,Male,38407.0,2.0,Bachelor's,30.69094979718427,Urban,Premium,194,1.0,,2.0,Poor,No,Monthly,House,635.0
34.0,Female,14881.0,2.0,Master's,,Suburban,Premium,1678,0.0,,2.0,Poor,Yes,Rarely,House,557.0
30.0,Female,3920.0,0.0,PhD,35.86838023130209,Suburban,Premium,233,0.0,342.0,4.0,Poor,Yes,Daily,Apartment,41.0
64.0,Female,17774.0,1.0,High School,28.773620792079136,Suburban,Premium,253,0.0,713.0,6.0,Average,No,Weekly,Apartment,2866.0
19.0,Male,31176.0,,PhD,23.40494693190993,Suburban,Comprehensive,277,2.0,469.0,7.0,Poor,No,Weekly,Apartment,791.0
48.0,Female,17607.0,0.0,Master's,21.067681162812875,Rural,Basic,1581,0.0,,5.0,Poor,Yes,Weekly,Condo,431.0
58.0,Female,2582.0,3.0,PhD,29.027316515972355,Rural,Premium,1010,0.0,616.0,8.0,,No,Daily,House,398.0
42.0,Female,102944.0,4.0,Master's,36.24206843320314,Suburban,Comprehensive,848,1.0,341.0,5.0,Average,No,Daily,House,1147.0
34.0,Female,9082.0,1.0,Master's,23.13274965538981,Urban,Comprehensive,1457,1.0,743.0,7.0,Good,No,Daily,Condo,100.0
41.0,Female,,3.0,Bachelor's,22.172760665361213,Rural,Premium,224,2.0,753.0,7.0,Good,Yes,Monthly,Apartment,119.0
49.0,Male,82375.0,,Bachelor's,13.073653963859154,Urban,Basic,327,0.0,522.0,6.0,Good,Yes,Monthly,Apartment,2063.0
58.0,Male,16442.0,3.0,Bachelor's,31.844704079051603,Urban,Comprehensive,1421,2.0,548.0,3.0,Average,Yes,Monthly,Condo,438.0
46.0,Female,2676.0,4.0,High School,24.811649710732496,Suburban,Premium,1752,1.0,680.0,9.0,,No,Weekly,House,1442.0
58.0,Female,29082.0,1.0,Bachelor's,14.094986506587576,Urban,Premium,750,0.0,651.0,3.0,Poor,No,Monthly,Condo,760.0
54.0,Male,37195.0,4.0,Bachelor's,,Suburban,Comprehensive,1754,0.0,816.0,6.0,Average,Yes,Rarely,Condo,2651.0
38.0,Female,1322.0,2.0,PhD,,Urban,Comprehensive,1091,1.0,,4.0,Average,Yes,Monthly,Apartment,642.0
32.0,Male,45927.0,1.0,Master's,10.09826155891626,Rural,Comprehensive,1353,1.0,535.0,9.0,Average,Yes,Weekly,House,1139.0
59.0,Male,23273.0,3.0,Bachelor's,47.47842356461234,Rural,Basic,637,0.0,523.0,2.0,Poor,No,Weekly,Condo,1051.0
26.0,Female,17881.0,,PhD,19.57046051969275,Urban,Premium,1438,0.0,,4.0,Poor,Yes,Monthly,House,1151.0
33.0,Male,13791.0,0.0,Master's,15.89866406755101,Rural,Basic,1917,1.0,767.0,8.0,Good,Yes,Daily,Condo,1806.0
63.0,Female,3872.0,3.0,Bachelor's,6.592920351150663,Suburban,Comprehensive,1692,1.0,382.0,3.0,Poor,No,Rarely,House,715.0
48.0,Female,8901.0,0.0,High School,27.010980969108203,Suburban,Basic,1478,1.0,581.0,5.0,Good,Yes,Monthly,Apartment,661.0
37.0,Male,15507.0,0.0,High School,10.075619257928794,Suburban,Basic,366,0.0,537.0,2.0,Average,No,Monthly,Apartment,718.0
19.0,Male,4081.0,0.0,PhD,21.966101242353098,Urban,Basic,869,0.0,,3.0,Average,No,Rarely,House,3628.0
23.0,Female,39746.0,1.0,Bachelor's,4.303054246867126,Suburban,Basic,1106,1.0,616.0,4.0,Average,No,Daily,Condo,2326.0
42.0,Male,28561.0,1.0,Master's,7.011865645803921,Rural,Premium,1919,2.0,783.0,2.0,Good,Yes,Daily,House,1365.0
49.0,Female,33773.0,1.0,PhD,12.607760509072715,Suburban,Premium,1333,1.0,657.0,2.0,Average,No,Weekly,Condo,1670.0
61.0,Female,87037.0,0.0,High School,42.3184391468866,Suburban,Premium,1014,0.0,493.0,8.0,Good,Yes,Monthly,Condo,2442.0
20.0,Female,10761.0,3.0,Master's,22.481206931403825,Urban,Basic,1076,0.0,727.0,9.0,Good,Yes,Daily,Apartment,3090.0
49.0,Male,1322.0,0.0,Master's,,Rural,Comprehensive,604,1.0,684.0,5.0,Poor,Yes,Daily,Apartment,893.0
41.0,Male,2359.0,,Master's,33.679823708790195,Suburban,Premium,219,0.0,575.0,6.0,Average,No,Weekly,Condo,3631.0
55.0,Male,39216.0,0.0,PhD,13.171353047712005,Rural,Basic,1932,0.0,813.0,9.0,Good,Yes,Monthly,Apartment,1229.0
60.0,Male,68303.0,2.0,High School,28.64198605757818,Urban,Basic,774,1.0,321.0,7.0,Average,No,Weekly,Apartment,2376.0
41.0,Female,50876.0,1.0,High School,29.664378921036032,Urban,Basic,566,0.0,436.0,5.0,Average,No,Daily,Condo,1006.0
53.0,Male,82209.0,2.0,PhD,30.24299468526804,Urban,Comprehensive,516,0.0,382.0,4.0,Poor,Yes,Weekly,Apartment,653.0
19.0,Female,1359.0,,High School,21.0873565539332,Urban,Basic,642,1.0,632.0,8.0,Good,Yes,Monthly,Apartment,21.0
61.0,Male,5518.0,4.0,Master's,19.09962057267699,Urban,Comprehensive,1721,0.0,731.0,1.0,Good,Yes,Weekly,Condo,322.0
44.0,Female,42665.0,2.0,Bachelor's,12.183412338126184,Urban,Premium,1625,2.0,400.0,3.0,Average,No,Monthly,House,3765.0
62.0,Female,35759.0,2.0,PhD,22.838633210321564,Rural,Premium,1197,0.0,599.0,2.0,Poor,Yes,Monthly,House,1983.0
19.0,Female,106485.0,4.0,PhD,29.31277527485654,Suburban,Comprehensive,492,0.0,706.0,7.0,Poor,No,Rarely,Condo,260.0
21.0,Female,15422.0,,High School,21.09575582817765,Suburban,Premium,1628,0.0,638.0,2.0,Poor,Yes,Weekly,Condo,279.0
35.0,Male,6612.0,2.0,Master's,32.58431554306968,Suburban,Premium,1513,0.0,739.0,5.0,Good,No,Daily,Apartment,1152.0
64.0,Male,95250.0,4.0,Master's,39.12017703857995,Rural,Comprehensive,453,1.0,737.0,5.0,Average,No,Rarely,Condo,115.0
31.0,Male,16886.0,2.0,Master's,15.839046285117869,Suburban,Comprehensive,725,0.0,674.0,3.0,Average,Yes,Monthly,Condo,805.0
49.0,Male,28305.0,3.0,PhD,22.82645450528493,Urban,Basic,1495,3.0,497.0,8.0,Average,Yes,Monthly,House,1411.0
36.0,Male,8892.0,1.0,Bachelor's,24.92844330753372,Urban,Premium,882,0.0,718.0,8.0,Good,Yes,Daily,House,646.0
41.0,Male,19542.0,1.0,Bachelor's,20.78171123924755,Urban,Comprehensive,193,1.0,848.0,2.0,Poor,No,Rarely,Condo,848.0
25.0,Female,14058.0,2.0,High School,20.17073247942904,Suburban,Comprehensive,329,0.0,573.0,8.0,Average,Yes,Rarely,House,1067.0
28.0,Male,17092.0,2.0,Bachelor's,51.74629275467366,Rural,Premium,1516,0.0,791.0,6.0,Poor,Yes,Monthly,House,860.0
46.0,Female,86635.0,1.0,Master's,43.14457274348227,Urban,Premium,843,1.0,304.0,3.0,Good,Yes,Monthly,Apartment,726.0
42.0,Male,23249.0,1.0,Bachelor's,40.56924580009061,Suburban,Comprehensive,1562,0.0,639.0,4.0,Good,No,Monthly,Apartment,939.0
34.0,Male,107839.0,3.0,Bachelor's,43.76920447076581,Urban,Basic,633,1.0,434.0,6.0,Poor,Yes,Rarely,Condo,766.0
27.0,Male,2700.0,1.0,Master's,33.69048026266127,Urban,Premium,1538,0.0,346.0,3.0,Good,Yes,Weekly,Apartment,977.0
51.0,Male,4046.0,0.0,Bachelor's,,Rural,Basic,1155,0.0,515.0,2.0,Good,No,Monthly,Apartment,1449.0
20.0,Male,,3.0,Bachelor's,25.9193927105169,Rural,Basic,524,0.0,314.0,5.0,Good,Yes,Monthly,Apartment,1202.0
,Female,12097.0,4.0,High School,25.94822706011147,Suburban,Comprehensive,1343,1.0,712.0,3.0,Good,No,Monthly,Apartment,694.0
41.0,Male,30911.0,2.0,Bachelor's,19.01261915139029,Rural,Basic,1733,2.0,676.0,9.0,Good,Yes,Daily,House,933.0
42.0,Male,13129.0,3.0,Bachelor's,7.297943277466445,Suburban,Comprehensive,1461,1.0,301.0,4.0,,Yes,Rarely,Condo,965.0
26.0,Female,37389.0,4.0,Master's,11.084284756609694,Rural,Comprehensive,1352,2.0,613.0,1.0,Average,No,Monthly,House,843.0
18.0,Male,15631.0,1.0,Master's,36.63715030955509,Urban,Comprehensive,1210,0.0,847.0,6.0,Poor,Yes,Rarely,House,172.0
50.0,Male,23892.0,0.0,Master's,43.7691627791427,Rural,Basic,1644,1.0,689.0,7.0,Good,No,Daily,Condo,3538.0
42.0,Male,110651.0,2.0,High School,35.93870998510428,Urban,Comprehensive,1342,0.0,334.0,1.0,Poor,Yes,Daily,Condo,2660.0
35.0,Female,47926.0,0.0,Bachelor's,31.87901993848109,Suburban,Basic,419,0.0,394.0,1.0,Poor,No,Weekly,Condo,1059.0
56.0,Female,,0.0,High School,25.75792052645109,Suburban,Comprehensive,571,1.0,718.0,8.0,Poor,No,Rarely,Apartment,101.0
54.0,Female,4942.0,4.0,High School,25.93342027918792,Rural,Comprehensive,422,0.0,442.0,6.0,Poor,Yes,Daily,House,3547.0
31.0,Male,75283.0,4.0,PhD,11.534191761469405,Suburban,Comprehensive,1024,0.0,316.0,1.0,Good,Yes,Weekly,Condo,3190.0
26.0,Male,9104.0,4.0,PhD,21.84728822925103,Suburban,Comprehensive,730,1.0,652.0,2.0,Average,No,Daily,House,125.0
21.0,Female,62790.0,0.0,Bachelor's,50.99282735243856,Urban,Premium,678,0.0,449.0,8.0,Poor,Yes,Daily,Apartment,532.0
45.0,Female,132764.0,1.0,PhD,7.814226645827364,Urban,Basic,792,0.0,468.0,4.0,,No,Daily,Condo,923.0
63.0,Female,1609.0,0.0,Master's,21.55670157984456,Rural,Premium,1026,0.0,566.0,1.0,Good,Yes,Monthly,Condo,33.0
21.0,Male,14063.0,4.0,PhD,35.71568991144694,Suburban,Basic,662,0.0,677.0,5.0,Poor,No,Monthly,Condo,1598.0
21.0,Male,64590.0,1.0,High School,,Urban,Premium,1644,2.0,,2.0,Poor,Yes,Daily,Apartment,439.0
26.0,Male,3700.0,2.0,Bachelor's,,Suburban,Comprehensive,1491,0.0,,3.0,Poor,No,Weekly,Apartment,927.0
29.0,Female,39946.0,4.0,High School,19.76638422709088,Rural,Basic,931,0.0,575.0,1.0,Average,No,Monthly,Condo,150.0
47.0,Female,10027.0,0.0,High School,24.27249308226537,Urban,Comprehensive,769,0.0,765.0,8.0,Good,Yes,Daily,Condo,1465.0
40.0,Male,33132.0,4.0,PhD,21.09372130160789,Urban,Comprehensive,1225,3.0,647.0,9.0,Poor,Yes,Daily,House,1603.0
26.0,Female,27365.0,1.0,Master's,29.86899106842933,Urban,Basic,905,0.0,677.0,3.0,Poor,Yes,Rarely,Condo,776.0
29.0,Female,39062.0,3.0,Bachelor's,11.126689336091044,Rural,Comprehensive,585,1.0,679.0,3.0,Poor,No,Rarely,Condo,2441.0
47.0,Male,59235.0,0.0,PhD,10.195971531893106,Urban,Comprehensive,413,0.0,732.0,8.0,Average,Yes,Rarely,Condo,99.0
59.0,Female,50926.0,2.0,High School,6.908921567520624,Suburban,Basic,365,0.0,519.0,9.0,Good,Yes,Daily,House,314.0
